subject_id,turn_index,speaker,begin_ms,end_ms,duration_ms,duration_s,gap_from_previous_ms,overlap_with_previous_ms
adrsdt55,1,INV,0,1040,1040,1.04,0,0
adrsdt55,2,PAR,1040,11861,10821,10.821,0,0
adrsdt55,3,PAR,11861,15971,4110,4.11,0,0
adrsdt55,4,PAR,15971,18068,2097,2.097,0,0
adrsdt55,5,PAR,18068,20000,1932,1.932,0,0
adrsdt55,6,PAR,20000,25727,5727,5.727,0,0
adrsdt55,7,PAR,25727,34023,8296,8.296,0,0
adrsdt55,8,PAR,34023,38178,4155,4.155,0,0
adrsdt55,9,PAR,38178,41370,3192,3.192,0,0
adrsdt55,10,PAR,41370,44827,3457,3.457,0,0
adrsdt55,11,PAR,44827,48574,3747,3.747,0,0
adrsdt55,12,PAR,48574,50784,2210,2.21,0,0
adrsdt55,13,PAR,50784,63951,13167,13.167,0,0
adrsdt55,14,PAR,63951,74176,10225,10.225,0,0
adrsdt55,15,PAR,74176,88600,14424,14.424,0,0
adrsdt55,16,PAR,88600,92959,4359,4.359,0,0
adrsdt55,17,PAR,92959,100480,7521,7.521,0,0
adrsdt55,18,PAR,100480,109850,9370,9.37,0,0
adrsdt55,19,PAR,109850,113666,3816,3.816,0,0
adrsdt55,20,PAR,113666,114872,1206,1.206,0,0
adrsdt55,21,PAR,114872,120974,6102,6.102,0,0
adrsdt55,22,PAR,120974,126094,5120,5.12,0,0
adrsdt55,23,INV,125000,126494,1494,1.494,0,1094
adrsdt55,24,PAR,126494,127557,1063,1.063,0,0
adrsdt56,1,INV,0,2006,2006,2.006,0,0
adrsdt56,2,PAR,2006,2644,638,0.638,0,0
adrsdt56,3,INV,2007,3551,1544,1.544,0,637
adrsdt56,4,PAR,3551,4695,1144,1.144,0,0
adrsdt56,5,INV,4695,5764,1069,1.069,0,0
adrsdt56,6,PAR,5064,8650,3586,3.586,0,700
adrsdt56,7,PAR,8650,10647,1997,1.997,0,0
adrsdt56,8,PAR,10647,11666,1019,1.019,0,0
adrsdt56,9,INV,11666,12763,1097,1.097,0,0
adrsdt56,10,PAR,12763,15406,2643,2.643,0,0
adrsdt56,11,PAR,15406,19696,4290,4.29,0,0
adrsdt56,12,PAR,19696,24534,4838,4.838,0,0
adrsdt56,13,PAR,24534,27362,2828,2.828,0,0
adrsdt56,14,PAR,27362,33104,5742,5.742,0,0
adrsdt56,15,PAR,33104,40559,7455,7.455,0,0
adrsdt56,16,PAR,40559,42388,1829,1.829,0,0
adrsdt56,17,INV,42388,42919,531,0.531,0,0
adrsdt56,18,INV,42919,45167,2248,2.248,0,0
adrsdt57,1,INV,0,1588,1588,1.588,0,0
adrsdt57,2,INV,1588,2958,1370,1.37,0,0
adrsdt57,3,PAR,2958,4600,1642,1.642,0,0
adrsdt57,4,INV,4500,5167,667,0.667,0,100
adrsdt57,5,PAR,5167,16374,11207,11.207,0,0
adrsdt57,6,PAR,16374,29399,13025,13.025,0,0
adrsdt57,7,PAR,29399,47548,18149,18.149,0,0
adrsdt57,8,PAR,47548,50909,3361,3.361,0,0
adrsdt57,9,INV,50909,67577,16668,16.668,0,0
adrsdt57,10,PAR,67577,74035,6458,6.458,0,0
adrsdt57,11,PAR,74035,88386,14351,14.351,0,0
adrsdt57,12,PAR,88386,94441,6055,6.055,0,0
adrsdt57,13,PAR,94441,106220,11779,11.779,0,0
adrsdt57,14,PAR,106220,109646,3426,3.426,0,0
adrsdt57,15,PAR,109646,112040,2394,2.394,0,0
adrsdt57,16,INV,112040,112744,704,0.704,0,0
adrsdt57,17,PAR,112744,116014,3270,3.27,0,0
adrsdt57,18,INV,116014,117120,1106,1.106,0,0
adrsdt57,19,PAR,117120,118883,1763,1.763,0,0
adrsdt57,20,INV,118883,120090,1207,1.207,0,0
adrsdt57,21,PAR,120090,122241,2151,2.151,0,0
adrsdt57,22,INV,122888,123728,840,0.84,647,0
adrsdt57,23,INV,123728,126126,2398,2.398,0,0
adrsdt57,24,PAR,125526,126486,960,0.96,0,600
adrsdt57,25,INV,126486,127980,1494,1.494,0,0
adrsdt58,1,PAR,0,4000,4000,4.0,0,0
adrsdt58,2,PAR,4000,5507,1507,1.507,0,0
adrsdt58,3,PAR,5507,6940,1433,1.433,0,0
adrsdt58,4,PAR,6940,9168,2228,2.228,0,0
adrsdt58,5,PAR,9168,12658,3490,3.49,0,0
adrsdt58,6,PAR,12658,18578,5920,5.92,0,0
adrsdt58,7,PAR,18578,24189,5611,5.611,0,0
adrsdt59,1,INV,0,2335,2335,2.335,0,0
adrsdt59,2,PAR,2335,9300,6965,6.965,0,0
adrsdt59,3,PAR,9300,13091,3791,3.791,0,0
adrsdt59,4,PAR,13091,17264,4173,4.173,0,0
adrsdt59,5,PAR,17264,21500,4236,4.236,0,0
adrsdt59,6,PAR,21500,23579,2079,2.079,0,0
adrsdt59,7,PAR,23579,33029,9450,9.45,0,0
adrsdt59,8,INV,33029,40934,7905,7.905,0,0
adrsdt60,1,INV,0,1200,1200,1.2,0,0
adrsdt60,2,INV,1200,3520,2320,2.32,0,0
adrsdt60,3,INV,3520,6990,3470,3.47,0,0
adrsdt60,4,INV,6990,9466,2476,2.476,0,0
adrsdt60,5,INV,9466,11938,2472,2.472,0,0
adrsdt60,6,INV,11938,18400,6462,6.462,0,0
adrsdt60,7,PAR,18400,19131,731,0.731,0,0
adrsdt60,8,PAR,19131,20900,1769,1.769,0,0
adrsdt60,9,PAR,20900,23163,2263,2.263,0,0
adrsdt60,10,INV,23163,28962,5799,5.799,0,0
adrsdt60,11,INV,28962,30603,1641,1.641,0,0
adrsdt60,12,PAR,30603,34167,3564,3.564,0,0
adrsdt60,13,PAR,34167,37701,3534,3.534,0,0
adrsdt60,14,PAR,37701,44435,6734,6.734,0,0
adrsdt60,15,INV,44435,46366,1931,1.931,0,0
adrsdt60,16,PAR,46366,53744,7378,7.378,0,0
adrsdt60,17,INV,53744,57136,3392,3.392,0,0
adrsdt60,18,INV,57136,60559,3423,3.423,0,0
adrsdt60,19,PAR,60559,62459,1900,1.9,0,0
adrsdt60,20,INV,62459,63472,1013,1.013,0,0
adrsdt60,21,PAR,63472,67173,3701,3.701,0,0
adrsdt60,22,INV,67173,68917,1744,1.744,0,0
adrsdt60,23,PAR,68917,75858,6941,6.941,0,0
adrsdt60,24,INV,75858,77558,1700,1.7,0,0
adrsdt60,25,PAR,77558,83441,5883,5.883,0,0
adrsdt60,26,PAR,83441,88386,4945,4.945,0,0
adrsdt60,27,INV,88386,94772,6386,6.386,0,0
adrsdt60,28,PAR,93300,94072,772,0.772,0,1472
adrsdt61,1,INV,794,5357,4563,4.563,0,0
adrsdt61,2,PAR,5357,12390,7033,7.033,0,0
adrsdt61,3,PAR,12390,13305,915,0.915,0,0
adrsdt61,4,PAR,13305,15177,1872,1.872,0,0
adrsdt61,5,PAR,15177,17589,2412,2.412,0,0
adrsdt61,6,PAR,17589,20000,2411,2.411,0,0
adrsdt61,7,PAR,20000,25339,5339,5.339,0,0
adrsdt61,8,INV,25339,34007,8668,8.668,0,0
adrsdt61,9,INV,34007,52916,18909,18.909,0,0
adrsdt61,10,PAR,52916,55110,2194,2.194,0,0
adrsdt61,11,PAR,55110,58580,3470,3.47,0,0
adrsdt61,12,PAR,58580,60574,1994,1.994,0,0
adrsdt61,13,PAR,60574,62190,1616,1.616,0,0
adrsdt61,14,PAR,62190,65913,3723,3.723,0,0
adrsdt61,15,PAR,65913,68839,2926,2.926,0,0
adrsdt61,16,PAR,68839,70409,1570,1.57,0,0
adrsdt61,17,INV,70409,72556,2147,2.147,0,0
adrsdt61,18,INV,72556,81353,8797,8.797,0,0
adrsdt62,1,INV,0,860,860,0.86,0,0
adrsdt62,2,INV,860,2538,1678,1.678,0,0
adrsdt62,3,PAR,2538,10337,7799,7.799,0,0
adrsdt62,4,PAR,10337,14645,4308,4.308,0,0
adrsdt62,5,PAR,14645,16871,2226,2.226,0,0
adrsdt62,6,PAR,16871,19099,2228,2.228,0,0
adrsdt62,7,PAR,19099,20934,1835,1.835,0,0
adrsdt62,8,INV,20934,24160,3226,3.226,0,0
adrsdt62,9,PAR,24160,25123,963,0.963,0,0
adrsdt62,10,PAR,25123,26529,1406,1.406,0,0
adrsdt62,11,PAR,26529,30865,4336,4.336,0,0
adrsdt62,12,PAR,30865,34054,3189,3.189,0,0
adrsdt62,13,PAR,34054,36483,2429,2.429,0,0
adrsdt62,14,PAR,36483,42878,6395,6.395,0,0
adrsdt62,15,INV,42878,48636,5758,5.758,0,0
adrsdt62,16,PAR,48636,49990,1354,1.354,0,0
adrsdt62,17,INV,49990,50925,935,0.935,0,0
adrsdt63,1,INV,0,3395,3395,3.395,0,0
adrsdt63,2,INV,3395,7690,4295,4.295,0,0
adrsdt63,3,INV,7690,10150,2460,2.46,0,0
adrsdt63,4,PAR,10150,13093,2943,2.943,0,0
adrsdt63,5,PAR,13093,17549,4456,4.456,0,0
adrsdt63,6,PAR,17549,24150,6601,6.601,0,0
adrsdt63,7,PAR,24282,28671,4389,4.389,132,0
adrsdt63,8,PAR,28671,33526,4855,4.855,0,0
adrsdt63,9,PAR,33526,43500,9974,9.974,0,0
adrsdt63,10,PAR,43500,54000,10500,10.5,0,0
adrsdt63,11,INV,54000,55889,1889,1.889,0,0
adrsdt64,1,INV,0,888,888,0.888,0,0
adrsdt64,2,PAR,888,12188,11300,11.3,0,0
adrsdt64,3,INV,12188,21600,9412,9.412,0,0
adrsdt64,4,PAR,21600,26086,4486,4.486,0,0
adrsdt64,5,INV,26477,27596,1119,1.119,391,0
adrsdt64,6,INV,27596,32450,4854,4.854,0,0
adrsdt64,7,PAR,32450,37570,5120,5.12,0,0
adrsdt64,8,PAR,37570,41741,4171,4.171,0,0
adrsdt64,9,INV,41741,49368,7627,7.627,0,0
adrsdt65,1,INV,0,4094,4094,4.094,0,0
adrsdt65,2,PAR,4094,15020,10926,10.926,0,0
adrsdt65,3,PAR,15020,18584,3564,3.564,0,0
adrsdt65,4,PAR,18584,28995,10411,10.411,0,0
adrsdt65,5,PAR,28995,32951,3956,3.956,0,0
adrsdt65,6,PAR,32951,38897,5946,5.946,0,0
adrsdt65,7,PAR,38897,51582,12685,12.685,0,0
adrsdt65,8,INV,51582,64576,12994,12.994,0,0
adrsdt66,1,INV,0,2500,2500,2.5,0,0
adrsdt66,2,PAR,2500,4157,1657,1.657,0,0
adrsdt66,3,PAR,4157,7904,3747,3.747,0,0
adrsdt66,4,PAR,7904,10000,2096,2.096,0,0
adrsdt66,5,PAR,10000,15764,5764,5.764,0,0
adrsdt66,6,PAR,15764,18716,2952,2.952,0,0
adrsdt66,7,PAR,18716,26818,8102,8.102,0,0
adrsdt66,8,PAR,26818,30291,3473,3.473,0,0
adrsdt66,9,PAR,30291,34316,4025,4.025,0,0
adrsdt66,10,PAR,34316,34842,526,0.526,0,0
adrsdt66,11,PAR,34842,35857,1015,1.015,0,0
adrsdt66,12,INV,35857,39383,3526,3.526,0,0
adrsdt66,13,PAR,39149,41775,2626,2.626,0,234
adrsdt66,14,INV,41775,43329,1554,1.554,0,0
adrsdt66,15,PAR,43329,49056,5727,5.727,0,0
adrsdt66,16,PAR,49056,52107,3051,3.051,0,0
adrsdt66,17,PAR,52107,57195,5088,5.088,0,0
adrsdt66,18,PAR,57195,68277,11082,11.082,0,0
adrsdt66,19,PAR,68277,71453,3176,3.176,0,0
adrsdt66,20,PAR,71453,75592,4139,4.139,0,0
adrsdt66,21,PAR,75592,77927,2335,2.335,0,0
adrsdt66,22,PAR,77927,84310,6383,6.383,0,0
adrsdt66,23,PAR,84310,90055,5745,5.745,0,0
adrsdt66,24,INV,90055,90952,897,0.897,0,0
adrsdt66,25,PAR,90952,93231,2279,2.279,0,0
adrsdt66,26,PAR,93231,101412,8181,8.181,0,0
adrsdt66,27,PAR,101412,105698,4286,4.286,0,0
adrsdt66,28,PAR,105698,111312,5614,5.614,0,0
adrsdt66,29,PAR,111312,116070,4758,4.758,0,0
adrsdt66,30,INV,115370,117086,1716,1.716,0,700
adrsdt67,1,PAR,0,2072,2072,2.072,0,0
adrsdt67,2,PAR,2072,4570,2498,2.498,0,0
adrsdt67,3,PAR,4570,7592,3022,3.022,0,0
adrsdt67,4,PAR,7592,8545,953,0.953,0,0
adrsdt67,5,PAR,8545,12017,3472,3.472,0,0
adrsdt67,6,PAR,12017,16085,4068,4.068,0,0
adrsdt67,7,PAR,16085,19842,3757,3.757,0,0
adrsdt67,8,PAR,19842,22642,2800,2.8,0,0
adrsdt67,9,PAR,22642,23960,1318,1.318,0,0
adrsdt67,10,PAR,23960,27476,3516,3.516,0,0
adrsdt67,11,PAR,27476,30061,2585,2.585,0,0
adrsdt67,12,PAR,30061,32690,2629,2.629,0,0
adrsdt67,13,PAR,32690,35168,2478,2.478,0,0
adrsdt68,1,PAR,0,2129,2129,2.129,0,0
adrsdt68,2,PAR,2129,4240,2111,2.111,0,0
adrsdt68,3,PAR,4240,5730,1490,1.49,0,0
adrsdt68,4,PAR,5730,10933,5203,5.203,0,0
adrsdt68,5,PAR,10933,16732,5799,5.799,0,0
adrsdt68,6,PAR,16732,31050,14318,14.318,0,0
adrsdt68,7,PAR,31050,39179,8129,8.129,0,0
adrsdt68,8,PAR,39179,43044,3865,3.865,0,0
adrsdt68,9,PAR,43044,45823,2779,2.779,0,0
adrsdt68,10,INV,45423,47569,2146,2.146,0,400
adrsdt68,11,PAR,47569,48333,764,0.764,0,0
adrsdt68,12,PAR,48333,57510,9177,9.177,0,0
adrsdt68,13,PAR,57510,68592,11082,11.082,0,0
adrsdt68,14,PAR,68592,75063,6471,6.471,0,0
adrsdt68,15,INV,75063,77500,2437,2.437,0,0
adrsdt68,16,PAR,77500,77666,166,0.166,0,0
adrsdt68,17,PAR,77666,81512,3846,3.846,0,0
adrsdt69,1,PAR,0,5117,5117,5.117,0,0
adrsdt69,2,PAR,5117,7503,2386,2.386,0,0
adrsdt69,3,PAR,7503,15923,8420,8.42,0,0
adrsdt69,4,PAR,15923,20235,4312,4.312,0,0
adrsdt69,5,PAR,20235,26489,6254,6.254,0,0
adrsdt69,6,PAR,26489,35035,8546,8.546,0,0
adrsdt69,7,PAR,35035,37540,2505,2.505,0,0
adrsdt69,8,PAR,37540,50910,13370,13.37,0,0
adrsdt69,9,INV,50910,59253,8343,8.343,0,0
adrsdt69,10,PAR,59253,63144,3891,3.891,0,0
adrsdt70,1,INV,0,2196,2196,2.196,0,0
adrsdt70,2,INV,2196,3660,1464,1.464,0,0
adrsdt70,3,PAR,3660,6851,3191,3.191,0,0
adrsdt70,4,PAR,6851,12886,6035,6.035,0,0
adrsdt70,5,PAR,12886,26519,13633,13.633,0,0
adrsdt70,6,PAR,26519,30011,3492,3.492,0,0
adrsdt70,7,INV,30011,30991,980,0.98,0,0
adrsdt70,8,PAR,30991,32371,1380,1.38,0,0
adrsdt70,9,PAR,32371,39220,6849,6.849,0,0
adrsdt70,10,PAR,39220,49161,9941,9.941,0,0
adrsdt70,11,PAR,49161,50092,931,0.931,0,0
adrsdt70,12,INV,50092,50858,766,0.766,0,0
adrsdt71,1,INV,0,765,765,0.765,0,0
adrsdt71,2,INV,765,2522,1757,1.757,0,0
adrsdt71,3,PAR,1400,4063,2663,2.663,0,1122
adrsdt71,4,INV,4063,4551,488,0.488,0,0
adrsdt71,5,INV,4551,5993,1442,1.442,0,0
adrsdt71,6,PAR,5193,6508,1315,1.315,0,800
adrsdt71,7,INV,6508,10290,3782,3.782,0,0
adrsdt71,8,INV,10290,12579,2289,2.289,0,0
adrsdt71,9,PAR,12579,13557,978,0.978,0,0
adrsdt71,10,INV,13557,16264,2707,2.707,0,0
adrsdt71,11,PAR,16264,16830,566,0.566,0,0
adrsdt71,12,INV,16530,18110,1580,1.58,0,300
adrsdt71,13,INV,18110,19034,924,0.924,0,0
adrsdt71,14,INV,19034,21323,2289,2.289,0,0
adrsdt71,15,PAR,21323,23114,1791,1.791,0,0
adrsdt71,16,INV,23114,24729,1615,1.615,0,0
adrsdt71,17,INV,24729,25432,703,0.703,0,0
adrsdt71,18,PAR,24932,25962,1030,1.03,0,500
adrsdt71,19,INV,25962,26661,699,0.699,0,0
adrsdt71,20,PAR,26561,27955,1394,1.394,0,100
adrsdt71,21,INV,27955,28899,944,0.944,0,0
adrsdt71,22,PAR,28899,33635,4736,4.736,0,0
adrsdt71,23,PAR,33635,37042,3407,3.407,0,0
adrsdt71,24,PAR,37042,38555,1513,1.513,0,0
adrsdt71,25,PAR,38334,42147,3813,3.813,0,221
adrsdt71,26,PAR,42147,44857,2710,2.71,0,0
adrsdt71,27,PAR,44857,46974,2117,2.117,0,0
adrsdt71,28,PAR,46971,49324,2353,2.353,0,3
adrsdt71,29,INV,49324,50138,814,0.814,0,0
adrsdt71,30,PAR,50138,52533,2395,2.395,0,0
adrsdt71,31,PAR,52533,55626,3093,3.093,0,0
adrsdt71,32,PAR,55626,58470,2844,2.844,0,0
adrsdt71,33,PAR,58470,65501,7031,7.031,0,0
adrsdt71,34,PAR,65501,67499,1998,1.998,0,0
adrsdt71,35,PAR,67499,70068,2569,2.569,0,0
adrsdt71,36,PAR,70068,73616,3548,3.548,0,0
